text,n
"Coronavirus: ‘Very real risk’ of spike if schools open too early, say teaching unions https://t.co/7WJweDGv6K via @schoolsweek",3
"While we are doing all we can to support the wellbeing of our young people during the school closures, we must not forget our teachers. From financial grants to mental health support, @EdSupportUK advises : https://t.co/ceGnEWzkIH #schoolclosureuk #mentalhealth",3
Survey of parents of children attending special schools in Northern Ireland in relation to their child's learning during the coronavirus pandemic (COVID-19) https://t.co/73C6RUTeQK,3
"@tes @BorisJohnson Any tRuth in this 

https://t.co/YFwoHG7tUW",3
"Government must lead on reopening of UK schools after lockdown, says union boss https://t.co/Wih9wiQVxN",3
Teachers: why we won't be rushed back to school https://t.co/hkIG8gAzwY #coronavirus #COVID19 #schoolsreopening #NEU,3
Australia coronavirus live: Sydney school closed after student tests positive as death toll hits 95 – latest updates https://t.co/ttMTAznNXP,3
Suffolk schools helping pupils stay active during Coronavirus lock down: https://t.co/PMobWjqUoc #KeepMovingSuffolk https://t.co/LMn8neLydT,3
Ten trade unions representing around one million teachers across the UK and Ireland have written a joint letter to education ministers urging “significant caution in any consideration of re-opening schools”: https://t.co/vO1WRG568h @NEUnion @NASUWT @PatrickR_NASUWT #coronavirusuk,3
"So interesting. Would love to see teachers and schools able to be more community focused rather than overly concerned with bureaucracy, endless policies and testing. It could be a lasting legacy from this nightmare. https://t.co/34Bt8YrX6L",3
"Suffolk schools helping pupils stay active during Coronavirus lockdown - https://t.co/X5KUEncRRb

#KeepMovingSuffolk

@SchoolsChoice @SuffolkPESN @WHPrimary @OakRed230
@NorthSuffolkSG @CllrMaryEvans @ActiveLearningT https://t.co/Y0kFcRtmJ2",3
"BBC News - Coronavirus: Families still waiting for free school meal vouchers https://t.co/0j4zZ4BYkq 
Many schools are struggling to help families to access the system that should provide a means to feed their children - 4 weeks after its introduction. #notgoodenough",3
"Schools in Wales could reopen in June, First Minister says 
https://t.co/s7X0fXVd7I https://t.co/USSAXCieP7",3
"Andrew Neil's tweet true. But it invites everyone down a rabbit hole.

It's a deflection.

Greece closed schools, universities and banned large social gatherings in days, and consequently has one of the lowest death rates in the EU.

https://t.co/5YWw99nqk2 https://t.co/3yOfTDw94c",3
‘Across our 14 primary schools we have lost dearly loved relatives and friends’ - why academy trust boss believes schools should remain closed for now https://t.co/BQPdovNGXX,3
"Sweden Bucked Conventional Wisdom, and Other Countries Are Following. No lockdown, no shuttered businesses or elementary schools, no stay-at-home. And no disaster, either. https://t.co/V2d3nEBBT7",3
"Fully reopening primary schools in Scotland would ""most likely"" see the NHS overwhelmed by coronavirus within two months, Nicola Sturgeon has warned. https://t.co/71ZRAUf9wc",3
"@dentonj87 @teachwellall @bbcTeaching https://t.co/C306BLbAYu
Rate of transmission R ... up from 0.6 to 0.9... near the crucial 1...",3
Headteachers warn of string of obstacles to reopening schools ❎https://t.co/nb5TEOembM by @standardnews,3
"🏆 | Dame Elizabeth Fradd, High Sheriff of Nottinghamshire, recorded this message to all the children helping to combat coronavirus by doing the right thing, for the #ThankOurChildren campaign.

Find out more, or download a certificate for your child ⬇️
https://t.co/sG38M2tsvH https://t.co/xXIyDCFww4",3
Ten trade unions representing around one million teachers across the UK and Ireland have written a joint letter to education ministers urging “significant caution in any consideration of re-opening schools”: https://t.co/MIntjOIMQM @NEUnion @NASUWT @PatrickR_NASUWT #coronavirusuk,3
"The #lockdown lottery: thousands of children are logging out of home #education.

But is hapless John Swinney, in thrall to defeatist unions, really the minister to guide us out of the crisis? #Covid-19 #coronavirus #SNP #schools 

Read more here: https://t.co/e2JYmhZHZR https://t.co/OimywDF7Dx",3
Headteachers warn staff shortages and social distancing challenges will make it hard to reopen schools https://t.co/IRf0XY4vfU,3
"🔴 England's deputy Chief Medical Officer, Jonathan Van-Tam outlines the five crucial tests that the country needs to meet before #lockdown is lifted

All the latest👇

https://t.co/BDOMlhPfkj https://t.co/cuPUj9czCH",3
"Getting kids back to school isn't just for parents. For Britain, school closures compound pre-existing problems within the education system. https://t.co/KVjKRDD78M via @bopinion",3
A friend just told me that there are massive riots in France - I just checked it out he's right at least as far as Paris outskirts are concerned. Why has our broadcast media not told us about this? https://t.co/KsrRVHqiCX,3
"Experts are still trying to understand the transmission rate among children #Coronavirus #coronavirusuk #CoronavirusLockdownUK #COVID19 #Covid19UK #Covid_19
https://t.co/sBIfHV3Cad",3
"Germany 🇩🇪 

▪️Reopening small businesses next week and schools on May 4.

The reason?

▪️Germany has a mass #Coronavirus testing and tracing programme and the infected are isolated at an early stage. They now plan to roll out 4.5 million tests a week.

https://t.co/cR7GKqd1H7",3
"Scientists confirm what @NEUnion has been saying: it’s not yet safe to open schools.

Re-opening should be phased, with priority based on children’s welfare, not on proximity to exams.

https://t.co/S7xfp7gIHY",3
"Emmanuel Macron ploughs ahead with controversial plan to reopen schools despite warnings
https://t.co/caa9QQ87cP https://t.co/nD6OxWnyT6",3
"Exclusive: Exam group @Cam_Assessment advises @educationgovuk that years 10, 12 and five should be prioritised when schools start to return https://t.co/o8GAffirkV",3
"According to @businessinsider, coronavirus lockdown measures have partially or fully closed schools for over 90% of the world's student population across 186 countries and territories.

For those countries where they have reopened, the images of life at school are quite striking.",3
"Schools forced to partially close owing to the #coronavirus crisis are using more than 50 different online learning platforms to help keep pupils on track, @Tes research shows #edtech
https://t.co/3ZOTUM1Tve",3
"Social workers in England braced for surge in referrals of vulnerable children when schools re-open, due to abuse going unnoticed during lockdown. Sure to apply here too. Got a concern? Say something.  https://t.co/eInIuOtulu 
#KeepKidsSafeC19 #Covid19
https://t.co/sbXlqbQ2ej",3
Thank you to @Morrisons for helping our Star Family Hub @ThornburyPLA provide support to vulnerable people in their local community. ThornburyPLA is one of our 28 schools working to help local communities as part of our Star Coronavirus Appeal. #StarAppeal #WeAreStar https://t.co/O3zyGjUr0x,3
The @NEUnion have set five tests for the government before schools can reopen safely https://t.co/bSd1HkvhGM me via @tes,2
"As schools continue to work remotely, teachers may be worried about possible security risks associated with this. Our partners @SWGfL_Official have written this  article about cyber security during Coronavirus. https://t.co/GE9YHCEBfw https://t.co/rS7K8AwwiZ",2
Sensible Britons who like life remain strongly opposed to lifting coronavirus lockdown https://t.co/kqB0mrx6kR,2
"This report on viral transmission is based on a (currently) very flawed study (unpublished but online)

https://t.co/ZCmvMiX66m

I will explain why.

Firstly it did not report the population sampled for testing - if they are all unwell, very different to population screening

3/6",2
"This is what globo-Bojo, the arch globalist has been up to today. Discussing the new world order tyranny with his chums at the EU and the UN. Keep voting Tory!

Coronavirus latest: World leaders pledge billions for global effort to tackle Covid-19

 https://t.co/fgUuwjdaCv",2
"Take a look at our interview with childhood bereavement charity, @winstonswish on how school leaders can support pupils who are bereaved or facing bereavement due to the coronavirus pandemic - 

https://t.co/H5IuMzO67u

#schools #education #schoolsupport #bereavement https://t.co/tdtZ4aRxWK",2
"Scotland's First Minister warns of second wave if schools reopen now
https://t.co/qIi4qHAiqC",2
"As we look ahead to the start of a new week, are you starting to think about next steps in terms of a recovery phase?

Don't miss our new Coronavirus Recovery Phase Toolkit where you can access a number of resources completely free of charge!👍

https://t.co/mVefste2Zh

#schools https://t.co/ToKn9F06q4",2
"So certain self opinionated newspaper and online columnists don't carry much sway after all, thankfully.

Fearful Britons remain strongly opposed to lifting coronavirus lockdown

https://t.co/WUpz0puaXC",2
This: this is what we end up with when we refuse to acknowledge that poor behaviour is the most serious barrier to learning in mainstream schools.  https://t.co/OHrAmy51lG,2
Are your children eligible for Free School Meals? Didn’t receive the Local Authority grant for the first four weeks of school closure? It’s not too late to apply 👉🏼 https://t.co/2BCHvpjsTq,2
"@tomemurtha @asenseofplace1 Let's not forget Johnson promised 250,000 tests per day on 19 March with the video footage of that here https://t.co/M0XwlB4z0W Put another way the 80k 'done' yesterday were less than a third of what Johnson promised 6 weeks ago",2
"This is also a great investigation from @FCDWhittaker - those free laptops that the government has been shouting about, well the allocations given to schools are falling well short. One trust’s initial allocation is less then a fifth of what they need https://t.co/XlljsvIjqx",2
"Are you a teacher or a parent in the UK?  Is your or your child's school closed? 
 
Please help us to understand what schools are doing to support homeschooling and what you think about it by filling out this survey
 
https://t.co/AVziuPSbXE

#homeschooling #coronavirus #covid19 https://t.co/sm8nLUw2Ac",2
Coronavirus: 'Real risk' of spike if schools open too early - unions https://t.co/OYMypCwLDX,2
"So lets get this straight

Reopening the schools is like using our kids as guinea pigs

Angry yet? 

https://t.co/fypi8Ei9hm",2
Coronavirus: Caution urged over reopening of NI schools https://t.co/4Alq8otA6T,2
"U.S. PRESIDENT TRUMP, ASKED ABOUT WINDING DOWN WHITE HOUSE CORONAVIRUS TASK FORCE, SAYS WE'LL HAVE SOMETHING IN A DIFFERENT FORM || SAYS WE'LL HAVE A DIFFERENT GROUP FOR SAFETY AND REOPENING OF ECONOMY
 SAYS WE'D LIKE TO SEE SCHOOLS OPEN ON TIME",2
".@HC3S6 continues to work alongside colleagues in schools, to ensure that vulnerable and key worker children receive nutritious meals during the Coronavirus pandemic

https://t.co/HkYmQUbpno https://t.co/CjxBxBInPA",2
"- UK News Beyond BBG -
* BBC: Hubei schools reopen for first time since outbreak
* Guardian: Prof Neil Ferguson   UK coronavirus adviser resigns after breaking lockdown rules 
* The Times: State aid for workers to be cut by chancellor
https://t.co/8AP65oY4y0",2
"UK coronavirus live: Raab says it would not be safe to reopen all schools; official death toll rises to 29,427 https://t.co/QG5rmvx9Zd",2
"A consortium of school travel associations are calling for greater clarity and support for both schools and educational visit providers during the #coronavirus #pandemic. @STF_Forum @CLOtC Read their three asks here:

https://t.co/qKEoX7kL3K https://t.co/Anrl9t6sKY",2
"Nicola Sturgeon says Scottish Government will announce when schools go back – not UK government

https://t.co/Y5bmTPWLDM https://t.co/ijF7mow0KL",2
"Although the UK-German Connection office is currently closed, our team is still working and will continue to support you in your 🇬🇧🇩🇪 activity and involvement in our programmes. Here's how to contact us: https://t.co/eVBGSasVdJ",2
"Asked about possible measures to reduce the risk,  Katharine Birbalsingh   warned: “Social distancing in schools is simply impossible. We are considered to be the strictest school in Britain and even we would find it impossible.""
 https://t.co/jPZM6dXoUz",2
"@tamcohen @KayBurley Scientists always going to be fall guys from moment Govt went with ""advice"" to OK Liverpool vs Atletico with 3k Madrid fans where schools, Lower Parliament closed due to #coronavirus &amp; games played behind closed doors. Lunatics in charge of the Asylum.",2
"This is a wide ranging interview I did with Highland Council leader Margaret Davidson on the coronavirus crisis. We discussed schools, PPE, the potential for economic depression in the region and the wonderful response from local volunteers. Have a listen! https://t.co/cEnflFAV2X",2
"The study carried out by the team of German virologist Christian Drosten, found that even though children have milder symptoms, they have the same levels of virus in their body as adults: schools and nurseries could act as hubs of Covid-19 transmission 
https://t.co/PIFZ8U01HS",2
"The schools reopening debate, GCSE grading decisions and teachers' lockdown life. It's all here... Coronavirus and schools: LIVE 5/5 https://t.co/twiF65wutc",2
"@JayneAThompson @peterweirmla @Education_NI @Parentkind https://t.co/C306BLbAYu
When schools returned in Denmark...with limited numbers of pupils attending, the R went from 0.6 to 0.9 near the crucial 1... in UK R is between 0.7 and 0.9... many questions on safety etc still need to be answered",2
"Business schools around the world have had to move online 🖥️ Take @egade ⬇️ 
https://t.co/oI8Ad1hJJz",2
"The #coronavirus crisis has made clear how important our schools are to the fabric of our communities. That's why I've signed a letter from councillors to @GavinWilliamson calling for important support needed for schools and local councils.

https://t.co/5L4KN1S4ZH

#neucllrs",2
"Britain's route out of #coronavirus lockdown is a five-stage plan staggered over the next six months, @PippaCrerar reports. 

#covid19uk #covid19 

When schools and restaurants could reopen and fans could return to football matches: https://t.co/Xd9rwSgX7Q",2
The UK's schools must be a major supplier of #PPE to the #NHS right now! Well done @shireacademy and all the many other schools who've stepped up to the plate. #coronavirus #covid19 #education https://t.co/75X4PjEczb,2
"Return, re-imagination, and reform are the key phases schools will go through in the coming months after the #coronavirus #pandemic - @Carter6D",2
BBC News - Coronavirus: September target for re-opening of NI schools https://t.co/FAOLO4VXsJ,2
"Birmingham TV have created a campaign called #InItTogether offering free TV &amp; social media advertisements to local businesses, charities, schools and colleges

Find out more: https://t.co/JcazEiV2qo

#coronavirus #businesssupport #covid19 #birmingham #advertising #socialmedia",2
"The #lockdown lottery: thousands of children are logging out of home #education.

But is hapless John Swinney, in thrall to defeatist unions, really the minister to guide us out of the crisis? #Covid-19 #coronavirus #SNP #schools 

Read more here: https://t.co/e2JYmhZHZR https://t.co/yoSGKLvJQH",2
"Schools have praised the positive impact home schooling methods are having on teaching, despite lockdown restrictions.
https://t.co/EFv109z8jP",2
"@SecEd_Education third compendium of home education materials &amp; resources, many of which are free or open access. Resource for all ages &amp; for both teachers &amp; parents: https://t.co/cYUN50qmBA #coronavirusuk #schoolclosuresuk #homeschoolinguk",2
"The Coronavirus is affecting all aspects of the education sector. As soon as the science allows, we must look at how best to not only return schools, but also ensure that no child is left behind.

My interview with @skynews👇 https://t.co/VbeCjIhp9Q",2
BREAKING NEWS: No guarantee NI schools will reopen in September says Education Minister Peter Weir. https://t.co/oWkZ0sA2NT,2
"The @educationgovuk today highlighted the importance of a trauma informed approach in schools, when the children do return. This is something #Cornwall's schools been working on. For resources and info, please visit https://t.co/IYlGpol3Ry https://t.co/AVyPsOxDtV",2
"Schools across England will reopen in phases, says education secretary https://t.co/UQF2saqssm",2
"@_chloetom @cyclingkev I don’t even know how France are opening schools! I heard they went against scientific/medical advice to do reopen french schools too. So, so worrying 💔 https://t.co/W7t8ZGErb4 https://t.co/IbpfFZ79Pe",2
"Quite clearly if the rumours of Boris reopening schools, building sites and relaxing measures happens on the 1st of June we will have a second peak and continue to be the Coronavirus embarrassment of the world.",2
BBC News - Coronavirus: Caution urged over reopening of NI schools https://t.co/7egYR6Qpxp,2
People may need to spend multiple 14-day periods in quarantine as next phase of outbreak begins https://t.co/RpnU0fL3Hb https://t.co/jJ0Ua0O7k4,2
BBC News - Coronavirus schools return: Can you really keep children 2m apart? https://t.co/M6y34dOGUo,2
"Teachers need clarity and certainty before schools re-open fully.

We’re proud to support @NASUWT members and will continue to provide legal advice during the #coronavirus crisis.

https://t.co/GtPpx31Icl https://t.co/hRzDf3myIS",2
"@EmmaDee77 @VoiceGenSec @earlyyearshelin @EYTagteam What Voice would like to see before #schools and #nurseries reopen

The health, safety, and wellbeing of all those working in schools and nurseries must be paramount.  

https://t.co/T2hBPbqDQ7  #coronavirus #COVIDー19  #Covid19UK",2
"Schools will have a phased re-opening following the coronavirus shutdown. Reports suggest this may start in June.

https://t.co/gUmrkENdq0",2
"Schools could remain closed until we know how much children contribute to spreading coronavirus, England's chief medical officer Chris Whitty has said. He warned that a second wave of coronavirus could be ""more severe"" than the first   https://t.co/TTK3F63xJO",2
"Teachers won't need PPE when schools return, says minister https://t.co/UbregdmcyU",2
"Schools shut, exams cancelled, restrictions on where you can go and who you can see - how are young people coping during the coronavirus crisis?

We want to hear from 11-18 year olds about their unique experiences in this strange and uncertain time.

👉 https://t.co/GsgSVQaT9r https://t.co/bdcmNXLoJk",2
"Powys Teaching Health Board has published an open letter of thanks to teachers, schools, childcare staff and @PowysCC @powyssch colleagues for their work during Coronavirus 

https://t.co/egrnZ9leVa

#StayHomeSaveLives https://t.co/9SqDRPSGYw",2
Primary schools 'to open as soon as June' as part of Boris Johnson's coronavirus lockdown exit plan https://t.co/OjDi3JxLl6,2
"Contrary to Whitty’s early March stunt about lockdown fatigue! 

Fearful Britons remain strongly opposed to lifting coronavirus lockdown https://t.co/PyELNMVANo",2
Schools may remain closed 'until September' over coronavirus second wave fears https://t.co/DCzyQ88aVy https://t.co/x40bnQgHXb,2
Competition watchdog warns private schools over fee-fixing collusion during coronavirus outbreak https://t.co/nPp3Xz1twC via @SchoolsWeek,2
"Primary schools in England could reopen in June, reports suggest https://t.co/hIlTqotY7m https://t.co/0Trg0dfRIg",2
"Children with the new coronavirus may be as infectious as adults, according to a study from Germany that recommends caution against an unlimited reopening of schools and kindergartens https://t.co/DH8ITUqD72 via @bpolitics",2
"There are concerns that despite measures, ""children still touch each other, cough, sneeze and inevitably pick their noses"" https://t.co/k9dNAMQ9yd",2
"There are concerns it would lead to the transmission rate rising ""at such a level that we would risk a second spike"" https://t.co/t08PGtyl5A",2
"Avoid cross-contamination with Electrostatic cleaning / disinfecting - Available through us

https://t.co/ghZGRD1SDc
 
#facilitiesmanagement #business #decadeofAction #businesssupplies #officecleaning #schools #schoolcleaning #electrostaticcleaning #covid19 #coronavirus #staysafe https://t.co/ZhlcSABuIJ",2
Schools in Wuhan reopen for first time since coronavirus outbreak https://t.co/vCkBYYHL1I,2
Nicola Sturgeon breaks ranks by unveiling Scottish coronavirus exit strategy - schools may not reopen until August but people can visit a bigger group of friends and family https://t.co/QtauldWv2r via @MailOnline,2
"🔴 Update on the UK's #coronavirus numbers:

👉1,291,000  tests have now been carried out in the UK

👉190,585 people have tested positive 

👉13,258 people are currently in hospital with coronavirus
 and 28,734 have now died

All the latest👇
https://t.co/md062e6Qk4",2
"A quarter of A-level students preparing to go to university are not being given any work to do by their schools, research shows. https://t.co/i7oCrUjXkI",2
Johnson promises plan next week for return to schools and work https://t.co/8rUokpZqzq,2
#Denmark🇩🇰 #COVID19 Rate of #infection spread in Denmark 'higher since #schools opening' #coronavirus #publichealth #virology #epidemiology  https://t.co/RI17qQuyQt,2
"It ain't going to work. How are you going to keep kids away from each other for most of the day even at play &amp; break times. You are better doing what the Irish are talking about which isn't opening schools until Sept &amp; giving them an early summer holiday.

https://t.co/t0PCgWUwAQ",2
"Government must lead on re-opening of UK schools after lockdown, says union boss https://t.co/5bpfRy5EBP",2
"Deputy Mayor blasts any idea of schools reopening before safety can be assured

Education lead calls for ‘clear understanding’ over PPE in schools for children with special needs

#Hackney #coronavirus #education

https://t.co/KoQEW3lSr1 https://t.co/45vVTNiAuL",2
What would we do if the lockdown was lifted while  the virus 🦠 is still present? Coronavirus survey for teachers/schools #edutwitter #FFBWednesday  https://t.co/BDsKP38aDC,2
"Good afternoon, today’s update to our COVID-19 constituency support blog includes information on the further expansion of testing; funding for schools to close the poverty-related attainment gap and support for people with autism.  Read more at: https://t.co/BkDdC6gDzu https://t.co/mvpoGaTzWq",2
"#JuniperEdHRFAQs
Ques: A member of staff is showing symptoms of Covid-19, what should I do? 
Ans: The employee must not attend the workplace for at least 7 days.. Read the full answer and all our HR support for schools here  https://t.co/mXpX34pdHm",2
Girls can still access free tampons and period products through their school during coronavirus https://t.co/8MxS9vgDXT,2
Johnson promises plan next week for return to schools and work https://t.co/We2bm5WKTC,2
"Denmark’s coronavirus infection rate has jumped since schools and nurseries reopened

https://t.co/8p75qDf3l3 https://t.co/SDuG4lKeFA",2
"What children are saying
I miss my school
I miss my friends
I miss my teachers

What children are not saying 'can I have another online lesson please?'
#teachers
#coronavirus 
#Schools 
#",2
"Join in @CausewayCouncil Good Relations fab ‘Coronavirus Sees No Race’ Art Competition open to schools and adults, all ages and all mediums from creative writing to visual arts. All work will be published. Visit below for more info.. #COVID19 
https://t.co/OJDzRI4hmi https://t.co/tnfeLhAu3P",2
Coronavirus: September target for re-opening of NI schools https://t.co/eFAOXJZ7tp,2
"Coronavirus: Schools using more than 50 different online learning platforms | Tes https://t.co/TbYYmVEaLp &lt; not exactly like for like 'learning platforms', but an idea of some of the range of ed tech solutions being used by schools during lockdown?",2
"Wearing mask is a sustainable intervention that's much cheaper than lockdown or school closure. It's safety is proven beyond doubt by evidence (HK &amp; Vietnam, 4 Covid-19 deaths in total) that's better than any clinical trials can provide. Is it really not worth trying?",2
"We've been producing Scrub Bags and donating PPE to the @NHSuk &amp; local health services, alongside our friends at @TBS_Information,@stowemail,@sirthomasfreman,@HolmerGreenSnr,@rgshw,@WycombeHighSch,@SWRSchool,@AylesburyHigh,@BucksUTC &amp; more! #TogetherWeCan https://t.co/GrCTGtpKBC https://t.co/plOc2Fssxz",2
Let’s tell the DofE about the fantastic work our schools are doing in supporting our children at this time https://t.co/IEp4x1uiey,2
Coronavirus: Reopening Scottish schools too early could 'overwhelm' NHS https://t.co/cwluWOkewf,2
Interesting to see schools in Ireland will remain closed until September. Hard to see how the UK will a different approach... https://t.co/VYt83VbFvk #coronavirus #schoolclosures,2
"Government's scientific advisory group (SAGE) to report on which children should return first - taking into account the effect of coronavirus on children, and whether black and ethnic minority school staff may be at higher risk.
https://t.co/IsmXbrVjDn",2
Dispatches from the future....Italy Is Reopening but Its Schools Aren’t. What’s a Parent to Do? https://t.co/HSiOtaRhpY,2
Why would the government even consider re opening schools when they can home school? It’s way too risky!!!! @BorisJohnson #COVID__19,2
How Covid-19 will change education far beyond lockdown @RLong_Bailey | @NewStatesman https://t.co/aBnqdof01j,2
Wuhan schools put folding plastic screens on students' desks to prevent virus @GoodSchoolsUK https://t.co/ua0oqstehk via @MailOnline,2
"Couple were just about getting by before the coronavirus lockdown. Now they have had to give up their zero hours contract jobs and are relying on universal credit payments, food vouchers from the government &amp; the occasional food parcel from local schools. https://t.co/EV3ZvDvL2d",2
"With announcement of schools being closed, we can close chapter on spring sports, too. Sad but clearly no one's fault

https://t.co/V0tAE1Tb5a",2
"I just signed the @NEUnion councillors letter to @GavinWilliamson around important support needed for schools, families and councils during #coronavirus.

Add your name here&gt;&gt; https://t.co/StAc5JvcJv

#neucllrs",2
Headteachers warn staff shortages and social distancing challenges will make it hard to reopen schools https://t.co/96rVnf5ftA,2
Headteachers warn of string of obstacles to reopening schools https://t.co/Qfb5IFTAXW,2
Coronavirus: scientists caution against reopening schools | World news | The Guardian https://t.co/jgvhe6cTPJ,2
Headteachers warn of string of obstacles to reopening schools https://t.co/8biuBvzDyW,2
Coronavirus: scientists caution against reopening schools https://t.co/NrQmsBZKES,2
"Why are #Tories so desperate to open schools, put students &amp; more essential workers at risk? Why is no one listening to the experts?? People in office who never have been on the frontline need2listen #Neoliberalism #ToriesLieBritonsDie https://t.co/VU3lr2V9Mx #edutwitter #BAMEed",2
"Covid 19 testing for essential workers who continue to support and care for children of essential workers and vulnerable children: https://t.co/0K2qjy3c6K. Available for principals, teaching, non-teaching and support staff in schools that are currently open or intend to open. https://t.co/O0wSCjeLqE",2
"New Studies Add to Evidence that Children May Transmit the Coronavirus

“to open schools because of some uninvestigated notion that children aren’t really involved in this, that would be a very foolish thing.”

#COVID19 
https://t.co/WmTnxe4jtd",2
"While scientists are ""still really learning"" how children influence ""the actual spread of this virus"", pupils being at school ""certainly contributes"" to an increased rate of #coronavirus infection says @CMO_England 
https://t.co/uyKxjuMbtk",2
"While schools, colleges and universities have been shut, new market opportunities have opened up for edtech companies and investors.

Quick post on a new project on edtech, coronavirus and commercialization in education. https://t.co/QcZfCHVyAC https://t.co/fYckyuIdhh",2
"https://t.co/hEAzLLjnp6

Schools reopen. Infection rates start shooting up. Are we supposed to pretend to be surprised? Kids will NOT social distance in schools!

Seems to confirm that the decision to keep the lockdown going here in the UK was a smart decision!",2
"In order to award this summer’s GCSEs &amp; A levels, schools &amp; teachers are being asked both to grade &amp; rank their students in each subject. @Tom_Middlehurst in @SecEd_Education looks at why the ranking may be more important than the grading itself: https://t.co/Z8sCJW4zWO @ssat",2
"In these uncertain times, we have begun the process of providing you with some clarity in terms of assessment expectations

We have collected together some FAQs &amp; attempted to answer where we can

Visit our COVID-19 page to download the latest version: https://t.co/EdOHly7iuA https://t.co/PEEl7QOpyz",2
"Like schools, childcare settings are playing a key role in the response to the #coronavirus outbreak. 
  
But what is being done to support childcare providers and staff? https://t.co/fYdbBl482Y",2
Did you read about the Corby secondary schools donating science equipment to help our #NHSheroes fight coronavirus? What an incredible gesture for an amazing cause! ⭐You can read more about it here: https://t.co/7rUrVYRKXD,2
"We want to hear your stories about superhero school staff, doing amazing work in the midst of the coronavirus! 💪👍🙌

Get in touch today so we can say a big thank you! 📣

https://t.co/cBxBCLpo0N

#schools #education #educationcommunity #schoolsupport https://t.co/3BV1Zvn38B",2
"""It's better...to take the economic hit""
Former Cabinet Minister Rory Stewart tells #BBCBreakfast he believes closing schools and events now, due the #coronavirus, is worth it.
More here: https://t.co/fqHEi5KtQH https://t.co/FZNKMLRK7v",2
"🌎World leaders have come together in a virtual conference to pledge billions to combat #COVID19 

The funds will be used to support global efforts to accelerate diagnostics, vaccines, and therapeutics to combat the virus 

All the latest 👇
https://t.co/BDOMli6QbR",2
"Education ministers warned by unions not to open schools prematurely

#coronavirus | #COVID19

https://t.co/jVMKNU5hdM https://t.co/jxdYgRQrlw",2
"📲The new contact tracing app will go live from tomorrow for #NHS staff on the Isle of Wight

From Thursday, all of the 80,000 households on the island will get a letter from the chief nurse with comprehensive information about the trial

All the latest 👇
https://t.co/eDR9GjNCkj https://t.co/LWiy6dWb6u",2
"More St Benedict's face shields have gone to #NHS staff who need them, including those at the Northwick Park Neonatal Unit. 💙#community #ThroughStBenedicts #PPE #coronavirus @LNWH_NHS  @HMC_Org  @ISC_schools @GoodSchoolsUK https://t.co/n8fBNjnysk",2
"Very very dangerous for UK Political leaders to be calling for schools to reopen. Teachers are dying of Coronavirus &amp; they are denied tests and PPE. Teacher Unions are fighting hard to keep them closed to protect staff, pupils and parents. UK Political Opposition must rethink.",2
Mosques &amp; schools to reopen in Iran's low-risk areas as Hassan Rouhani's government eses coronavirus restrictions https://t.co/JTNer6ocxT,2
"🔴 Everything we learned from today's Downing Street briefing

🏫The Government won't open all schools at once

⚽️Football could soon be back

🚆Transport use is creeping up

📲Cyber criminals and foreign states are up to no good

Get all the latest 👇

https://t.co/FNeOVjsoDY",2
"""Coronavirus (COVID-19): framework for decision making"" was published today. It includes possible changes &amp; options about: staying at home, visiting other households, resuming care/support, businesses &amp; schools. @ScotGov want your ideas &amp; comments. More: 
https://t.co/ghLXkVROCV",2
"Mosques and Schools to Reopen in Iran’s Low-Risk Areas 
#Iran‘s health ministry has divided the country into white, yellow and red areas based on the number of infections and deaths.
#coronavirus #COVIDー19 #pandemic #coronavirusiran 
#CoronaVirusUpdate 
https://t.co/MnQlCjF72k",2
"Experts are still trying to understand the transmission rate among children #Coronavirus #coronavirusuk #CoronavirusLockdownUK #COVID19 #Covid19UK #Covid_19
https://t.co/sBIfHUM1iF",2
Mosques and schools set to reopen in Iran's low-risk areas as Rouhani's government eses coronavirus restrictions https://t.co/JTNer6ocxT,2
"My boys are heartbroken 
 They love school

Schools in N.J. will stay closed through the end of this academic year due to coronavirus outbreak https://t.co/V5WJOIMf1u",2
"NEW POST. My experience of remote learning. 
How during closure we:
1. Used work of ⁦@daisychristo⁩ 
2. Managed workload
3. Ensured appropriate teacher/ pupil interactivity
4. Prioritised high-impact methods
5. Maintained sense of school community https://t.co/2FQ0hKs74A",2
Excl: Plans to strip private schools of their charitable tax breaks are to be postponed until next year as the sector struggles with the financial fallout of the coronavirus pandemic. https://t.co/hOSFUZkJeC,2
"New Studies Add to Evidence that Children May Transmit the Coronavirus

Experts said the new data suggest that cases could soar in many U.S. communities if schools reopen soon.

https://t.co/DsDC122wWT",2
First Minister says schools won't reopen until at least June as he outlines plans for who returns first - Wales Online https://t.co/89FbBPU9qD,2
"Worry, grief &amp; making friends are now on the timetable in schools like @bprimary gearing up to open after #lockdown. To help them help kids through the pandemic - food, laptops &amp; love needed see our appeal @thesundaytimes @leadinglearner  @educendowfoundn https://t.co/VIvxIf54cl",2
"“Unicef and the UK’s Equality and Human Rights Commission issued a stern warning that GCSE and A-level grade assessments this summer should not unfairly penalise children from minority ethnic backgrounds, as well as disabled pupils and those with SEN” https://t.co/DHkchV4EnS",2
'The human stuff matters': heads call for a kinder school system post Covid-19 | Schools | The Guardian https://t.co/JDkzrzlf2a,2
"Dominic Raab warns reopening all schools at once would lead to a ""very real risk"" of Covid-19 infection rates rising - creating the possibility of a second peak https://t.co/QL3t4NfUIj https://t.co/jAgMLWhZOg",2
