,trigram,n
617,covid tested deaths,1
2717,stopcovid tracing app,1
2716,stop hiding modelling,1
627,covid19 london wednesdaymorning,1
2713,still trust government,1
629,covid19 outbreak involving,1
612,covid scottish care,1
2710,still massively underreporting,1
2709,stay home traffic,1
2708,stats necessarily include,1
597,covid deaths nursing,1
608,covid passed italy,1
2731,stuart flint university,1
2706,stats also show,1
2705,statistics tuesday said,1
2733,study launched dr,1
633,covid19 response whitehall,1
2734,study worldleading disease,1
604,covid infections deaths,1
638,covid19uk leder coronauk,1
2737,success government published,1
643,cracking followup bylinetimes,1
2694,statistics reports country,1
2765,suspicions death toll,1
677,daily data banks,1
2783,taking part study,1
2784,talk low value,1
2674,statistics data that,1
675,daily bbc cnn,1
2672,statistics covid cancer,1
537,coronavirus statistics perfectly,1
676,daily coronavirus press,1
536,coronavirus statistics grenfell,1
532,coronavirus response coronavirus,1
2791,team pulled together,1
527,coronavirus outbreak guardian,1
2766,swept project alarming,1
678,daily death figures,1
2795,technology contact tracing,1
679,daily deaths settings,1
523,coronavirus office national,1
521,coronavirus need data,1
520,coronavirus modelling science,1
2667,statistics authority reprimands,1
2665,statistics authority criticised,1
519,coronavirus may killing,1
682,dailybriefinguk channel4news faisalislam,1
669,currently mined government,1
547,coronavirus tracker app,1
548,coronavirus tracking apps,1
2679,statistics including positive,1
2693,statistics reporting coronavirus,1
644,cracking landlords ongoing,1
569,count coronavirus statistics,1
568,count asking questions,1
645,cracking landords ongoing,1
2690,statistics perfectly fine,1
648,credit sme crossbo,1
650,crisis care sector,1
652,crisis europe youtube,1
653,crisis going clean,1
655,criticised northern irelands,1
556,cost coronavirus job,1
555,cost bn two,1
2684,statistics number coronavirus,1
2683,statistics moment yet,1
552,coronavirus want checkin,1
2776,tackle coronavirus want,1
2777,take backbut applied,1
656,criticism uks coronavirus,1
2778,take time would,1
550,coronavirus us since,1
1809,massively underreporting coronavirus,1
2937,tracking every single,1
475,coronavirus advice help,1
174,asking help tackle,1
3097,value courses courses,1
3095,vaccines funded guess,1
3094,using technology contact,1
3093,using phone location,1
170,as uk official,1
173,asked sign coronavirus,1
175,asking questions got,1
3077,used assess earnings,1
176,asks health secretary,1
3086,uses data government,1
178,assess earnings data,1
182,authorised provide sme,1
3082,users contrary government,1
185,authority criticised northern,1
3099,vastly improved performance,1
164,argued manx government,1
163,areas people somerset,1
157,april transport use,1
3109,visualized across several,1
3110,vital accurate reliable,1
145,apps privacy concerns,1
141,approach publishing data,1
3117,vote leave secret,1
129,app looks like,1
124,app government wants,1
123,app doesnt work,1
3124,want checkin health,1
3126,want know bounce,1
3130,wants centralised access,1
116,anyone aware private,1
113,another success government,1
3079,used coronavirus tracking,1
189,authority reprimands department,1
2836,theinconversation rachel_hewitt_ government,1
3043,university leeds aims,1
3052,updated animation lockdown,1
213,bbc cnn funded,1
215,bbcjohnbeattie yes one,1
219,began breaking google,1
3045,unprecedented amounts confidential,1
220,began midmarch coronavirus,1
223,behind official statistics,1
3075,use uk governments,1
226,believe thing government,1
227,belong form community,1
231,benefit economy going,1
3036,understand effects pandemic,1
232,best collecting statistics,1
3034,underreporting coronavirus deaths,1
208,base layer html,1
206,banks lending coronavirus,1
205,banking bank fintechfinance,1
3057,updated statistics including,1
204,bank fintechfinance lendtech,1
203,bame people dying,1
3060,updates business dma,1
200,badly government handled,1
199,backbut applied anyway,1
3064,urgent clarification situation,1
197,back coronavirus need,1
196,awe team pulled,1
195,aware private health,1
193,average new cases,1
3071,us since outbreak,1
3072,usage regarding stopcovid,1
3073,use change great,1
112,another side effect,1
108,announcing new government,1
3137,watch does uk,1
36,adage never believe,1
23,accurate reliable data,1
26,across several flourish,1
27,across uk almost,1
3207,would take time,1
31,actual medical app,1
3202,would better spending,1
3199,worth reading many,1
3138,watch exclusive eg,1
3198,worth noting one,1
44,advice help access,1
3195,worst europe best,1
47,advised people stay,1
3193,worst coronavirus crisis,1
3189,worrying coronavirus likely,1
3211,written snp ministers,1
22,accounts old adage,1
3213,wrongly stated uk,1
20,according statistics hmrc,1
3215,wrote vastly improved,1
3216,year running incredibly,1
15,according guardian houston,1
3218,yes one designed,1
12,according ft analysis,1
7,access phone location,1
3221,yet another side,1
6,access nhs services,1
5,access data detractors,1
4,access coverage uk,1
3225,you re identified,1
3,abused pandemic ends,1
3227,zero chance id,1
3188,worldleading disease data,1
63,ago government sources,1
3182,work british governments,1
3158,weeks since launch,1
3139,watch exclusive estatesgazette,1
3140,watch live foreign,1
107,announced government saturday,1
3143,way theres government,1
104,announce data daily,1
103,animation lockdown progression,1
102,analytics fintechlife banking,1
3148,web superhero dracos,1
3149,website spoiler alert,1
101,analysts projected uk,1
99,analysis reveals true,1
98,analysis office national,1
97,analysis coronavirus figures,1
3155,weeks however official,1
3159,welcome screen says,1
66,aims understand effects,1
93,amounts confidential health,1
3162,well worth reading,1
92,americans government data,1
85,also show gaping,1
3166,weve tracking every,1
79,already endured many,1
78,along way theres,1
76,almost disappeared skynews,1
74,allow discredited private,1
3172,whitehall source alarmed,1
73,alert the important,1
72,alas everybody died,1
71,alarming speed insufficient,1
69,alarmed unprecedented amounts,1
3033,underlying data assumptions,1
3032,underestimated deadly impact,1
234,better advocate behalf,1
393,collecting statistics another,1
378,clearer picture covid__19,1
384,cnn funded billgates,1
385,collect data individual,1
386,collect data publish,1
387,collect data welcome,1
390,collected measures come,1
395,college funded bill,1
2941,traffic congestion across,1
2901,tories horrifically incompetent,1
397,come place monday,1
398,coming clearer picture,1
400,committee insisted uk,1
2894,tomtom data visualized,1
406,community support group,1
374,clean data either,1
373,clarification situation recording,1
2916,tracing app government,1
370,civil liberties coronavirus,1
366,chrissiegrech jacobyoungmp alas,1
363,chosen announcing new,1
362,choosing count asking,1
2924,tracing irish app,1
2926,track movements crisis,1
357,checkin health everyday,1
2929,trackandtrace privacy bigbrother2020,1
350,charges awe team,1
2933,tracker free read,1
340,change great britain,1
2935,tracking apps privacy,1
338,chance id ever,1
712,data datascience analytics,1
407,community turbulent times,1
410,companies track movements,1
2887,toll far higher,1
2864,time would better,1
2837,there crisis care,1
474,coronavirus according guardian,1
2840,theres government database,1
2844,thing government source,1
2845,thing resilient base,1
2846,third joining since,1
466,contrary government says,1
455,contact tracing irish,1
2858,time data collected,1
447,consider taking part,1
2860,time hotspots milton,1
445,congestion across uk,1
444,confirming suspicions death,1
2863,time worth noting,1
443,confirmed updated statistics,1
418,comparisons coronavirus statistics,1
2866,times along way,1
2867,times dma offers,1
439,confirmed case coronavirus,1
2869,today made data,1
436,confidential health info,1
434,confident powers abused,1
431,conference slides april,1
429,conference expected announce,1
2875,todays scottish government,1
2876,together learn virus,1
428,concerns zero chance,1
2881,toll coronavirus far,1
419,compliance credit sme,1
2884,toll covid passed,1
334,centralised access data,1
330,cases uk people,1
237,better spending things,1
267,british governments covid,1
3007,uk official death,1
3006,uk office national,1
262,briefing first minister,1
263,britain apple mobility,1
3002,uk health dept,1
3000,uk governments one,1
268,british people still,1
2943,tragically died coronavirus,1
269,britons belong form,1
2996,uk government updates,1
2994,uk government still,1
2993,uk government spectacular,1
2991,uk government lined,1
2990,uk government legally,1
256,breaking google sheets,1
254,breach revealing details,1
3011,uk people hospital,1
3012,uk probably highest,1
253,breach civil liberties,1
3014,uk records coronavirus,1
252,brainwash daily bbc,1
251,bounce back coronavirus,1
248,bodies rip care,1
244,bn two weeks,1
3022,uk testing positive,1
241,billgates people provide,1
3025,uk worst coronavirus,1
3026,uk would wo,1
3027,uks coronavirus app,1
3028,uks coronavirus modelling,1
240,bill gates people,1
2989,uk government doesnt,1
274,business dma reaction,1
2987,uk government consider,1
2961,tuesday said people,1
327,cases patients intensive,1
326,cases facilities country,1
325,cases deaths covid,1
2949,transport use change,1
2950,treasury committee insisted,1
320,case coronavirus us,1
2953,troublewhich never take,1
317,carenews coronavirus covid_19,1
316,carehomes carenews coronavirus,1
313,care sector given,1
312,care left hospital,1
311,care homes vital,1
2959,trust government type,1
310,care homes private,1
2964,turbulent times dma,1
2986,uk finance share,1
2965,turns go public,1
303,care homes data,1
296,care home data,1
2970,two people phe,1
2972,two weeks since,1
2973,type misuse data,1
2975,uk almost disappeared,1
2976,uk already endured,1
287,cancer diseases effort,1
2980,uk data marketing,1
2981,uk death toll,1
281,came revealed official,1
277,bylinetimes story huge,1
275,business interruption schemes,1
2634,sources privately sceptical,1
2520,scottish government coronavirus,1
2632,source denies uk,1
2107,patient data covid19,1
1388,half coronavirus deaths,1
1393,handful journalists outlets,1
2101,passed italy first,1
1394,handled coronavirus far,1
1395,handling next stage,1
2097,part study launched,1
1397,happen care homes,1
1405,havent used coronavirus,1
1411,health data currently,1
1412,health dept figures,1
1414,health england defines,1
2087,pandemic industry group,1
1418,health everyday together,1
1419,health info swept,1
2082,palantir involved heart,1
1386,guided science dominic,1
1384,guess covid19 coronavirus,1
2132,people hospital covid,1
1383,guardian houston problem,1
2130,people germany live,1
2129,people dying coronavirus,1
2128,people died uk,1
1359,govt using confidential,1
1364,grab actual medical,1
2122,people brainwash daily,1
1367,great britain apple,1
1373,group declined initial,1
2117,peek new heatmap,1
1377,group sage advising,1
1378,group third joining,1
1381,guarantee scheme fintech,1
2112,paulbranditv asks health,1
2111,paulbernaluk handful journalists,1
2110,patients intensive care,1
1423,health secretary recognises,1
1425,healthdpt april coronavirus,1
1434,heart government turns,1
1437,help access coverage,1
1486,homes vital accurate,1
2038,one month ago,1
1490,horrific shocking statistics,1
2034,one dont trust,1
2033,one designed marc,1
1491,horrifically incompetent buffoons,1
1492,hospital covid uk,1
2030,old adage never,1
1493,hospital since th,1
2027,official statistics shown,1
2026,official statistics show,1
2024,official statistics number,1
2023,official statistics moment,1
1496,hostile personal data,1
1497,hosts daily coronavirus,1
1485,homes reported recent,1
1484,homes private dwellings,1
1477,homes data eu,1
2062,outbreak began breaking,1
1440,help presents data,1
2070,outlets done really,1
1441,help tackle coronavirus,1
2066,outbreak stats necessarily,1
1447,hiding modelling publish,1
2064,outbreak involving two,1
1453,higher reported government,1
2046,ons stats also,1
1454,higher risk severe,1
2056,operation faculty palantir,1
1461,highest number deaths,1
2053,open scrutiny debated,1
1468,home data released,1
1473,home traffic congestion,1
1352,governments one dont,1
1351,governments covid app,1
2631,source alarmed unprecedented,1
2207,powers abused pandemic,1
1266,government data says,1
2203,positive cases patients,1
1268,government database today,1
1272,government doesnt help,1
1276,government figures selfharm,1
1278,government given fire,1
1280,government going allow,1
1281,government handled coronavirus,1
1284,government imperial college,1
1286,government information issues,1
1288,government investigates data,1
1289,government ireland asking,1
1290,government launch new,1
1291,government legally access,1
2184,pm explains sunday,1
2205,positive coronavirus risen,1
1259,government coronavirus job,1
1347,government without permission,1
1258,government coronavirus income,1
2225,private dwellings government,1
2224,private companies track,1
1244,government advised people,1
1250,government confirming suspicions,1
1251,government consider taking,1
2220,privacy issues app,1
1253,government coronavirus according,1
2218,privacy ethics data,1
2217,privacy concerns zero,1
2216,prison reached record,1
1254,government coronavirus briefing,1
1256,government coronavirus data,1
1257,government coronavirus guarantee,1
2211,press conference expected,1
2210,presents data official,1
1293,government lined nicely,1
1298,government must collect,1
1302,government needs stop,1
2177,plan handling next,1
1328,government still massively,1
1334,government talk low,1
2152,people wrongly stated,1
2150,people still trust,1
2149,people stay home,1
2148,people somerset tragically,1
2147,people slip safety,1
1337,government turns go,1
2145,people provide data,1
2144,people phe outbreak,1
1338,government type misuse,1
1340,government updates business,1
2140,people making vaccines,1
1342,government using phone,1
1345,government wants centralised,1
2156,perfectly fine numbers,1
2157,performance uk government,1
1327,government spectacular failure,1
1312,government pulls debate,1
2176,place monday ie,1
2175,place government pandemic,1
1307,government pandemic industry,1
1309,government plan handling,1
1311,government published official,1
2169,picture covid__19 starts,1
1313,government refuse count,1
1326,government sources privately,1
2165,phe outbreak stats,1
1318,government reuters well,1
1320,government saturday number,1
1321,government says trackandtrace,1
2161,personal data grab,1
1325,government source denies,1
1501,hotspots milton keynes,1
2019,official statistics covid,1
1502,hours latest care,1
1694,launch new improved,1
1886,movements crisis going,1
1696,layer html css,1
1704,leave secret scientific,1
1879,month ago government,1
1878,money people brainwash,1
1706,leder coronauk learningfromdeaths,1
1876,monday ie day,1
1875,moment yet another,1
1707,leeds aims understand,1
1873,modelling science public,1
1872,modelling publish underlying,1
1708,left hospital since,1
1709,legally access phone,1
1868,mobile data charges,1
1712,lending coronavirus business,1
1695,launched dr stuart,1
1693,launch according statistics,1
1506,however official statistics,1
1692,latest statistics number,1
1665,know government must,1
1912,need data maybe,1
1910,necessarily include care,1
1667,knows exactly sharing,1
1668,knowyourcustomer kyb regtech,1
1670,kyb regtech compliance,1
1672,landlords ongoing coronavirus,1
1905,national statistics tuesday,1
1673,landords ongoing coronavirus,1
1901,national statistics reports,1
1898,national statistics data,1
1686,latest care home,1
1688,latest figures announced,1
1689,latest government figures,1
1891,must collect data,1
1713,lendtech knowyourcustomer kyb,1
1864,misuse data especially,1
1863,mistfairy1 chrissiegrech jacobyoungmp,1
1720,levels seventh year,1
1768,looks like really,1
1771,low value courses,1
1830,measures cracking landords,1
1829,measures cracking landlords,1
1828,measures come place,1
1775,made data public,1
1784,making international comparisons,1
1822,maybe uk government,1
1786,making vaccines funded,1
1788,manx government needs,1
1790,many coronavirus deaths,1
1795,many people wrongly,1
1816,may killing americans,1
1796,many times along,1
1806,markcduffell uk government,1
1767,look worst europe,1
1766,look behind official,1
1837,members uk data,1
1746,live nursing homes,1
1860,ministers seek urgent,1
1730,like really hostile,1
1733,lined nicely knows,1
1855,minister confirmed updated,1
1852,mined government without,1
1745,live foreign secretary,1
1747,lives uk probably,1
1761,lockdowns saved sof,1
1846,migrants remember asked,1
1752,location data see,1
1844,might spread coronavirus,1
1753,location data tackle,1
1842,midmarch coronavirus covid19,1
1759,lockdown progression uses,1
1663,know bounce back,1
1661,killing americans government,1
1655,keep aware informed,1
1580,infections deaths care,1
1541,important thing resilient,1
1988,number people died,1
1545,improved data report,1
1547,improved performance uk,1
1984,number deaths europe,1
1553,include care homes,1
1981,number covid cases,1
1559,including positive cases,1
1560,including sneak peek,1
1561,income support scheme,1
1975,noting one month,1
1563,increasing testing capacity,1
1564,incredibly worrying coronavirus,1
1971,northern irelands approach,1
1574,individual users contrary,1
1539,imperial college funded,1
1535,impact coronavirus office,1
1995,numbers started exposing,1
2009,official covid deaths,1
2016,official ons statistics,1
1507,however uk government,1
1513,html css enhance,1
1514,huge covid data,1
2011,official data showed,1
1515,huge privacy issues,1
1520,id ever use,1
1996,nurses accounts old,1
2005,offers coronavirus advice,1
1522,identified higher risk,1
1524,ie day pmqs,1
1528,illness coronavirus covid,1
1529,im confident powers,1
1997,nursing homes reported,1
1576,industry group declined,1
1581,info swept project,1
1918,needs stop hiding,1
1586,information issues facing,1
1630,issues app doesnt,1
1631,issues facing better,1
1938,new pm explains,1
1636,italian government coronavirus,1
1933,new improved data,1
1932,new heatmap template,1
1931,new government plan,1
1639,italy first time,1
1640,italys equivalent uk,1
1646,jacobyoungmp alas everybody,1
1650,joining since covid,1
1652,journalists outlets done,1
1922,never take backbut,1
1921,never believe thing,1
1920,net government coronavirus,1
1628,isolating government given,1
1627,irish app collect,1
1625,irelands approach publishing,1
1956,nhs services mobile,1
1964,nicely knows exactly,1
1592,injustice ended piece,1
1593,insight keep aware,1
1595,insisted uk finance,1
1596,insisted uks coronavirus,1
1602,insufficient regard privacy,1
1955,nhs hospitals recently,1
1621,ireland asking help,1
1603,intensive care left,1
1608,international comparisons coronavirus,1
1609,interruption schemes put,1
1949,next stage coronavirus,1
1618,involved heart government,1
1619,involving two people,1
2226,private health data,1
2227,privately sceptical study,1
2228,probably highest number,1
859,deaths nursing homes,1
864,deaths shouldn discounted,1
868,debate data usage,1
870,debated argued manx,1
875,declined initial request,1
2500,scientific group sage,1
879,defines covid19 outbreak,1
886,denies uk government,1
891,dept figures underestimated,1
2494,science public open,1
2493,science dominic cummings,1
896,designed marc warner,1
2491,schemes put place,1
2490,scheme statistics reveal,1
2489,scheme revealed government,1
2488,scheme fintech data,1
863,deaths settings first,1
858,deaths nhs hospitals,1
970,dracos wrote vastly,1
852,deaths hours latest,1
2533,sector given latest,1
830,death toll covid,1
2531,secretary recognises there,1
833,death toll far,1
837,death toll worse,1
839,deaths according ft,1
841,deaths carehomes carenews,1
2524,scrutiny debated argued,1
2522,screen says the,1
843,deaths covid scottish,1
1807,marketing community turbulent,1
849,deaths europe british,1
2518,scottish care homes,1
850,deaths half coronavirus,1
851,deaths happen care,1
2487,scheme cost bn,1
2486,sceptical study worldleading,1
901,details migrants remember,1
902,detractors say breach,1
944,dma reaction insight,1
2452,running incredibly worrying,1
948,does uk worst,1
949,doesnt help presents,1
950,doesnt work british,1
2446,rolling average new,1
954,dominic raab hosts,1
955,dominic raab look,1
2443,role removing dead,1
960,done really good,1
963,dont trust government,1
2439,risk severe illness,1
964,double official figure,1
2436,rip care homes,1
2435,rights expert insisted,1
2455,safety net government,1
943,dma offers coronavirus,1
935,disparity daily death,1
921,digital rights expert,1
2482,says via voxdotcom,1
2481,says trackandtrace privacy,1
2480,says the government,1
913,died coronavirus came,1
915,died covid tested,1
919,died uk testing,1
2470,say breach civil,1
933,diseases effort choosing,1
2468,saved sof lives,1
2467,saturday number people,1
927,disappeared skynews explored,1
928,discounted official statistics,1
930,discredited private companies,1
932,disease data analysts,1
823,death figures released,1
2538,see might spread,1
818,deadly impact coronavirus,1
2585,shows badly government,1
2607,since th march,1
2606,since outbreak began,1
737,data however uk,1
2604,since launch according,1
2603,since government advised,1
2602,since covid began,1
739,data individual users,1
749,data marketing community,1
750,data maybe uk,1
756,data official dashboard,1
2593,sign coronavirus tracker,1
2591,side effect uk,1
760,data operation faculty,1
763,data public everyone,1
764,data publish injustice,1
2609,single confirmed case,1
2611,situation recording cases,1
2612,skynews explored tomtom,1
726,data feels even,1
717,data detractors say,1
2627,somerset tragically died,1
722,data especially current,1
723,data eu suggests,1
2624,sof lives uk,1
725,data exchange analysis,1
729,data government imperial,1
2613,slides april transport,1
2620,snp ministers seek,1
730,data government response,1
2618,sneak peek new,1
2617,sme funding italian,1
732,data grab actual,1
2615,slip safety net,1
768,data released latest,1
769,data report covid,1
2542,seek urgent clarification,1
2583,shown first time,1
796,data visualized across,1
2562,severe illness coronavirus,1
2561,several flourish templates,1
2560,seventh year running,1
797,data website spoiler,1
2558,settings first time,1
798,data welcome screen,1
2555,services mobile data,1
2554,service role removing,1
800,database today made,1
805,datascience analytics fintechlife,1
2547,selfharm prison reached,1
2546,selfemployed people slip,1
2545,self isolating government,1
816,dead bodies rip,1
793,data usage regarding,1
2566,share daily data,1
783,data that double,1
2576,show gaping disparity,1
2582,showing areas people,1
770,data reveals true,1
2580,showed uk health,1
771,data says via,1
774,data see might,1
777,data showed uk,1
2575,show britons belong,1
2568,share government information,1
2574,shouldn discounted official,1
2573,shocking statistics shows,1
780,data spread covid,1
2571,sheets many times,1
2570,sharing would take,1
782,data tackle virus,1
969,dr stuart flint,1
976,dwellings government refuse,1
1239,got troublewhich never,1
2301,raab look worst,1
1142,figures updated animation,1
1143,finance share daily,1
2297,questions got troublewhich,1
1145,financialtimess analysis coronavirus,1
1147,fine numbers started,1
2293,put place government,1
1148,fintech data datascience,1
1149,fintechfinance lendtech knowyourcustomer,1
1150,fintechlife banking bank,1
1151,fire service role,1
2288,pulls debate data,1
2287,pulled together quickly,1
2286,publishing data spread,1
1152,firefighters self isolating,1
1156,first minister confirmed,1
2300,raab hosts daily,1
1141,figures underestimated deadly,1
977,dying coronavirus know,1
2303,rachel_hewitt_ government talk,1
2325,reached record levels,1
1108,failure increasing testing,1
2321,re identified higher,1
1112,fake nurses accounts,1
1117,far higher feared,1
1118,far higher reported,1
1120,far watch does,1
1128,feels even inappropriate,1
2312,rapid response early,1
1134,figures announced government,1
1138,figures released government,1
1139,figures selfharm prison,1
1140,figures showing areas,1
2305,radiusdx data reveals,1
2304,radius data exchange,1
2282,published official covid,1
1159,first time hotspots,1
2278,publish underlying data,1
2277,publish injustice ended,1
1202,gates people making,1
1207,germany live nursing,1
1208,germany spike covid,1
1213,give time data,1
1214,given fire service,1
1215,given latest statistics,1
2241,projected uk would,1
2239,project alarming speed,1
2238,progression uses data,1
1225,go public tender,1
1226,going allow discredited,1
1227,going clean data,1
1229,going used assess,1
1232,good exploring explaining,1
1235,google sheets many,1
1201,gaping disparity daily,1
2253,provide data government,1
2254,provide sme funding,1
1184,french government pulls,1
1161,first time worth,1
1166,flint university leeds,1
1168,flourish templates including,1
1170,follow money people,1
1173,followup bylinetimes story,1
1177,form community support,1
2263,public open scrutiny,1
1198,funny making international,1
1186,ft analysis office,1
1187,ft exclusive uk,1
1194,funded bill gates,1
1195,funded billgates people,1
1196,funded guess covid19,1
1197,funding italian government,1
1102,faculty palantir involved,1
2328,reaction insight keep,1
1098,facing better advocate,1
2380,report covid deaths,1
2405,response tracker free,1
1007,england defines covid19,1
2403,response early lockdowns,1
2400,resilient base layer,1
1018,equivalent uk office,1
1019,especially current bunch,1
1020,estatesgazette radiusdx data,1
2392,reprimands department health,1
1024,ethics data protection,1
2389,reports country coronavirus,1
1026,eu suggests extendthelockdown,1
1030,europe best collecting,1
2386,reporting coronavirus covid19,1
2385,reported recent weeks,1
2384,reported government reuters,1
2407,response whitehall source,1
1005,endured many coronavirus,1
1004,ended piece guardian,1
986,ebury authorised provide,1
2427,revealing details migrants,1
2426,revealed official ons,1
981,early lockdowns saved,1
2424,revealed government coronavirus,1
983,earnings data feels,1
2421,reuters well worth,1
987,economy going used,1
996,emerge rapid response,1
988,effect uk government,1
2417,retention scheme revealed,1
2416,retention scheme cost,1
990,effects pandemic better,1
991,effort choosing count,1
993,eg radius data,1
1031,europe british people,1
1039,even inappropriate coronavirus,1
2331,reading many people,1
2376,removing dead bodies,1
1067,exclusive uk already,1
2348,record levels seventh,1
1072,expected announce data,1
1075,expert insisted uks,1
2345,recognises there crisis,1
1082,explaining data however,1
2342,recent weeks however,1
1085,explains sunday chosen,1
1087,explored tomtom data,1
1088,exploring explaining data,1
2337,really hostile personal,1
2336,really good exploring,1
1092,exposing tories horrifically,1
1094,extendthelockdown covidupdates covidupdate,1
1097,facilities country people,1
1066,exclusive estatesgazette radiusdx,1
2351,recording cases deaths,1
2352,records coronavirus deaths,1
1050,everybody died covid,1
2375,remember asked sign,1
2374,reliable data covid,1
1046,ever use uk,1
2372,released latest figures,1
2371,released government confirming,1
1049,every single confirmed,1
1051,everyday together learn,1
1065,exclusive eg radius,1
2365,regtech compliance credit,1
2364,regarding stopcovid tracing,1
2362,regard privacy ethics,1
2360,refuse count coronavirus,1
1058,exactly sharing would,1
1064,exchange analysis reveals,1
1614,investigates data breach,1
